DateTime,Ticker,close,open,high,low,type,result,gain
2021-01-01 09:15:00,NIFTY,14007.8,14008.2,14023.5,13991.3,put,,0.0
2021-01-01 15:15:00,NIFTY,14015.425,14035.185230073334,14035.185230073334,14001.6,put,True,0.0
2021-01-04 09:15:00,NIFTY,14099.375,14019.965057518333,14107.8,14019.965057518333,call,False,83.95000000000073
2021-01-04 15:15:00,NIFTY,14134.974999999999,14115.239597305062,14148.0,14115.239597305062,call,True,35.599999999998545
2021-01-05 09:15:00,NIFTY,14086.925,14134.291149326265,14134.291149326265,14048.2,put,False,48.04999999999927
2021-01-05 15:15:00,NIFTY,14204.5,14177.093965829383,14215.6,14177.093965829383,call,False,117.57500000000073
2021-01-06 09:15:00,NIFTY,14226.975,14194.498491457347,14244.2,14194.498491457347,call,True,22.475000000000364
2021-01-06 15:15:00,NIFTY,14138.725,14135.751806490032,14157.9,14124.0,call,True,88.25
2021-01-07 09:15:00,NIFTY,14238.55,14134.056701622509,14256.3,14134.056701622509,call,True,99.82499999999891
2021-01-07 15:15:00,NIFTY,14134.525,14169.849694100421,14169.849694100421,14123.1,put,False,104.02499999999964
2021-01-08 09:15:00,NIFTY,14246.425,14147.743673525105,14259.2,14147.743673525105,call,False,111.89999999999964
2021-01-08 15:15:00,NIFTY,14353.8,14318.725977851072,14367.3,14318.725977851072,call,True,107.375
2021-01-11 09:15:00,NIFTY,14439.825,14341.26899446277,14458.7,14341.26899446277,call,True,86.02500000000146
2021-01-11 15:15:00,NIFTY,14487.725000000002,14474.409050395727,14498.2,14474.409050395727,call,True,47.900000000001455
2021-01-12 09:15:00,NIFTY,14472.5,14482.996012598931,14487.7,14432.8,put,False,15.225000000002183
2021-01-12 15:15:00,NIFTY,14565.675,14568.347286015513,14574.3,14554.0,put,True,93.17499999999927
2021-01-13 09:15:00,NIFTY,14634.024999999998,14569.780571503878,14645.8,14569.780571503878,call,False,68.34999999999854
2021-01-13 15:15:00,NIFTY,14561.05,14547.727104094956,14578.0,14540.2,call,True,72.97499999999854
2021-01-14 09:15:00,NIFTY,14543.374999999998,14555.744276023739,14562.8,14524.1,put,False,17.67500000000109
2021-01-14 15:15:00,NIFTY,14593.2,14591.461090211229,14604.5,14584.4,call,False,49.82500000000255
2021-01-15 09:15:00,NIFTY,14589.099999999999,14594.090272552807,14617.5,14569.3,put,False,4.100000000002183
2021-01-15 15:15:00,NIFTY,14433.175,14437.536882557884,14444.8,14425.2,put,True,155.92499999999927
2021-01-18 09:15:00,NIFTY,14426.325,14434.590470639472,14459.2,14389.2,put,True,6.849999999998545
2021-01-18 15:15:00,NIFTY,14263.45,14325.933930874793,14325.933930874793,14225.0,put,True,162.875
2021-01-19 09:15:00,NIFTY,14389.4,14261.758482718698,14419.5,14261.758482718698,call,False,125.94999999999891
2021-01-19 15:15:00,NIFTY,14520.474999999999,14525.223195532471,14529.6,14509.7,put,False,131.0749999999989
2021-01-20 09:15:00,NIFTY,14558.075,14522.624548883115,14587.1,14517.5,call,False,37.60000000000218
2021-01-20 15:15:00,NIFTY,14635.575,14652.480057528588,14652.480057528588,14619.2,put,False,77.5
2021-01-21 09:15:00,NIFTY,14726.025000000001,14633.113764382148,14737.7,14633.113764382148,call,False,90.45000000000073
2021-01-21 15:15:00,NIFTY,14602.675,14637.93998426132,14637.93998426132,14576.0,put,False,123.35000000000218
2021-01-22 09:15:00,NIFTY,14575.925,14623.40374606533,14623.40374606533,14545.1,put,True,26.75
2021-01-22 15:15:00,NIFTY,14366.3,14414.693202676102,14414.693202676102,14358.5,put,True,209.625
2021-01-25 09:15:00,NIFTY,14463.625,14376.848300669026,14491.1,14376.848300669026,call,False,97.32500000000073
2021-01-25 15:15:00,NIFTY,14235.199999999999,14271.593308521706,14271.593308521706,14218.6,put,False,228.4250000000011
2021-01-27 09:15:00,NIFTY,14186.875,14248.360827130426,14248.360827130426,14137.7,put,True,48.32499999999891
2021-01-27 15:15:00,NIFTY,13966.375,13971.351311754335,13983.3,13957.5,put,True,220.5
2021-01-28 09:15:00,NIFTY,13834.474999999999,13966.419077938583,13966.419077938583,13794.2,put,True,131.90000000000146
2021-01-28 15:15:00,NIFTY,13820.050000000001,13787.403598135357,13829.7,13787.403598135357,call,False,14.424999999997453
2021-01-29 09:15:00,NIFTY,13934.075,13811.300899533839,13966.8,13811.300899533839,call,True,114.02499999999964
2021-01-29 15:15:00,NIFTY,13641.45,13742.683548243396,13742.683548243396,13596.8,put,False,292.625
2021-02-01 09:15:00,NIFTY,13741.4,13675.833387060848,13773.8,13675.833387060848,call,False,99.94999999999891
2021-02-01 15:15:00,NIFTY,14291.575,14245.969359450542,14327.6,14245.969359450542,call,True,550.1750000000011
2021-02-02 09:15:00,NIFTY,14556.075,14299.348589862635,14643.6,14299.348589862635,call,True,264.5
2021-02-02 15:15:00,NIFTY,14651.025000000001,14643.44655128858,14671.7,14632.3,call,True,94.95000000000073
2021-02-03 09:15:00,NIFTY,14685.525000000001,14658.930387822145,14747.0,14574.2,call,True,34.5
2021-02-03 15:15:00,NIFTY,14790.100000000002,14817.515295851552,14817.515295851552,14779.3,put,False,104.57500000000073
2021-02-04 09:15:00,NIFTY,14764.4,14794.428823962888,14794.6,14733.5,put,True,25.700000000002547
2021-02-04 15:15:00,NIFTY,14891.275,14888.209687437346,14904.5,14882.0,call,False,126.875
2021-02-05 09:15:00,NIFTY,14974.2,14888.521171859336,15006.0,14888.521171859336,call,True,82.92500000000109
2021-02-05 15:15:00,NIFTY,14923.824999999999,14922.64383402295,14939.7,14907.9,call,True,50.37500000000182
2021-02-08 09:15:00,NIFTY,15076.775,14931.167208505736,15101.0,14931.167208505736,call,True,152.95000000000073
2021-02-08 15:15:00,NIFTY,15120.449999999999,15120.881370073092,15130.7,15106.6,put,False,43.67499999999927
2021-02-09 09:15:00,NIFTY,15168.875,15124.195342518273,15188.5,15124.195342518273,call,False,48.42500000000109
2021-02-09 15:15:00,NIFTY,15118.85,15165.241699479244,15165.241699479244,15103.6,put,False,50.024999999999636
2021-02-10 09:15:00,NIFTY,15115.425,15125.597924869811,15168.3,15070.8,put,True,3.4250000000010914
2021-02-10 15:15:00,NIFTY,15122.224999999999,15054.719091223058,15142.8,15054.719091223058,call,False,6.799999999999272
2021-02-11 09:15:00,NIFTY,15094.85,15113.248522805763,15122.4,15065.4,put,False,27.37499999999818
2021-02-11 15:15:00,NIFTY,15176.525,15160.30201032749,15188.5,15160.30201032749,call,False,81.67499999999927
2021-02-12 09:15:00,NIFTY,15190.400000000001,15172.706752581873,15223.3,15157.8,call,True,13.875000000001819
2021-02-12 15:15:00,NIFTY,15164.75,15150.482122570678,15188.0,15150.482122570678,call,True,25.650000000001455
2021-02-15 09:15:00,NIFTY,15273.250000000002,15160.87053064267,15301.8,15160.87053064267,call,True,108.50000000000182
2021-02-15 15:15:00,NIFTY,15323.05,15301.56673535231,15340.2,15301.56673535231,call,True,49.79999999999745
2021-02-16 09:15:00,NIFTY,15398.575,15322.304183838078,15425.3,15322.304183838078,call,True,75.52500000000146
2021-02-16 15:15:00,NIFTY,15316.875,15305.98719932611,15331.7,15303.2,call,True,81.70000000000073
2021-02-17 09:15:00,NIFTY,15270.599999999999,15314.053049831527,15314.053049831527,15242.8,put,False,46.275000000001455
2021-02-17 15:15:00,NIFTY,15205.625,15215.25770390648,15222.3,15189.0,put,True,64.97499999999854
2021-02-18 09:15:00,NIFTY,15230.275,15202.458175976619,15250.8,15200.0,call,False,24.649999999999636
2021-02-18 15:15:00,NIFTY,15111.175,15127.366293968747,15127.366293968747,15095.0,put,False,119.10000000000036
2021-02-19 09:15:00,NIFTY,15058.15,15118.585323492187,15118.585323492187,15033.5,put,True,53.024999999999636
2021-02-19 15:15:00,NIFTY,15000.75,14950.8799397281,15018.4,14950.8799397281,call,False,57.399999999999636
2021-02-22 09:15:00,NIFTY,14974.025,14988.132484932026,15008.5,14923.5,put,False,26.725000000000364
2021-02-22 15:15:00,NIFTY,14661.25,14721.774188945143,14721.774188945143,14635.0,put,True,312.77499999999964
2021-02-23 09:15:00,NIFTY,14755.224999999999,14665.768547236286,14782.3,14665.768547236286,call,False,93.97499999999854
2021-02-23 15:15:00,NIFTY,14718.4,14723.384890144678,14731.5,14696.5,put,False,36.82499999999891
2021-02-24 09:15:00,NIFTY,14747.775,14719.63372253617,14776.6,14719.63372253617,call,False,29.375
2021-02-25 09:15:00,NIFTY,15112.75,14783.08804515851,15157.5,14783.08804515851,call,True,364.97500000000036
2021-02-25 15:15:00,NIFTY,15095.525000000001,15123.863787814262,15123.863787814262,15084.3,put,False,17.224999999998545
2021-02-26 09:15:00,NIFTY,14872.975,15105.284696953566,15105.284696953566,14777.5,put,True,222.5500000000011
2021-02-26 15:15:00,NIFTY,14522.575,14631.489560598715,14631.489560598715,14467.8,put,True,350.39999999999964
2021-03-01 09:15:00,NIFTY,14686.175,14545.52864014968,14732.2,14545.52864014968,call,False,163.59999999999854
2021-03-01 15:15:00,NIFTY,14770.349999999999,14741.45279076419,14788.9,14741.45279076419,call,True,84.17499999999927
2021-03-02 09:15:00,NIFTY,14852.974999999999,14770.888197691047,14884.7,14770.888197691047,call,True,82.625
2021-03-02 15:15:00,NIFTY,14934.275000000001,14857.29255379815,14959.1,14857.29255379815,call,True,81.30000000000291
2021-03-03 09:15:00,NIFTY,15041.849999999999,14920.066888449537,15064.8,14920.066888449537,call,True,107.57499999999709
2021-03-03 15:15:00,NIFTY,15251.625,15201.895969523006,15273.2,15201.895969523006,call,True,209.77500000000146
2021-03-04 09:15:00,NIFTY,15056.8,15233.230242380752,15233.230242380752,15013.5,put,False,194.82500000000073
2021-03-04 15:15:00,NIFTY,15076.875,15120.682975514546,15120.682975514546,15063.2,put,True,20.075000000000728
2021-03-05 09:15:00,NIFTY,14986.825,15088.376993878635,15088.376993878635,14929.3,put,True,90.04999999999927
2021-03-05 15:15:00,NIFTY,14949.55,14919.407458669066,14964.3,14919.407458669066,call,False,37.275000000001455
2021-03-08 09:15:00,NIFTY,15018.65,14947.114364667266,15049.3,14947.114364667266,call,True,69.10000000000036
2021-03-08 15:15:00,NIFTY,14965.45,14988.364407596848,14988.364407596848,14956.5,put,False,53.19999999999891
2021-03-09 09:15:00,NIFTY,15076.875,14969.016101899211,15119.3,14969.016101899211,call,False,111.42499999999927
2021-03-09 15:15:00,NIFTY,15110.000000000002,15039.461704721518,15126.8,15039.461704721518,call,True,33.12500000000182
2021-03-10 09:15:00,NIFTY,15191.5,15087.71542618038,15218.5,15087.71542618038,call,True,81.49999999999818
2021-03-10 15:15:00,NIFTY,15173.2,15170.48632312211,15188.1,15163.2,call,True,18.299999999999272
2021-03-12 09:15:00,NIFTY,15314.6,15168.871580780527,15336.3,15168.871580780527,call,True,141.39999999999964
2021-03-12 15:15:00,NIFTY,15023.1,15018.46681320796,15038.0,15004.6,call,True,291.5
2021-03-15 09:15:00,NIFTY,14981.175,15021.36670330199,15044.9,14901.5,put,False,41.92500000000109
2021-03-15 15:15:00,NIFTY,14922.7,14882.254479127629,14940.9,14882.254479127629,call,False,58.474999999998545
2021-03-16 09:15:00,NIFTY,14992.3,14911.501119781908,15016.2,14911.501119781908,call,True,69.59999999999854
2021-03-16 15:15:00,NIFTY,14912.349999999999,14930.04495950646,14930.04495950646,14896.7,put,False,79.95000000000073
2021-03-17 09:15:00,NIFTY,14931.8,14922.048739876616,14956.5,14884.5,call,False,19.450000000000728
2021-03-17 15:15:00,NIFTY,14708.1,14770.69259358339,14770.69259358339,14698.1,put,False,223.6999999999989
2021-03-18 09:15:00,NIFTY,14839.025,14723.323148395848,14875.2,14723.323148395848,call,False,130.92499999999927
2021-03-18 15:15:00,NIFTY,14577.175,14537.338648438345,14590.5,14537.338648438345,call,True,261.85000000000036
2021-03-19 09:15:00,NIFTY,14432.05,14570.403412109586,14570.403412109586,14372.3,put,False,145.125
2021-03-19 15:15:00,NIFTY,14733.75,14730.498694682323,14749.0,14711.1,call,False,301.7000000000007
2021-03-22 09:15:00,NIFTY,14699.95,14733.224673670582,14739.0,14645.0,put,False,33.79999999999927
2021-03-22 15:15:00,NIFTY,14746.425,14697.380271784943,14760.1,14697.380271784943,call,False,46.474999999998545
2021-03-23 09:15:00,NIFTY,14797.275,14734.313817946237,14844.0,14734.313817946237,call,True,50.850000000000364
2021-03-23 15:15:00,NIFTY,14806.875,14845.814553477694,14845.814553477694,14783.0,put,False,9.600000000000364
2021-03-24 09:15:00,NIFTY,14726.149999999998,14815.634888369423,14815.634888369423,14703.2,put,True,80.72500000000218
2021-03-24 15:15:00,NIFTY,14556.425,14594.91159864276,14594.91159864276,14538.7,put,True,169.72499999999854
2021-03-25 09:15:00,NIFTY,14504.8,14571.28414966069,14575.6,14431.7,put,True,51.625
2021-03-25 15:15:00,NIFTY,14314.599999999999,14385.965258060942,14385.965258060942,14287.5,put,True,190.20000000000073
2021-03-26 09:15:00,NIFTY,14477.2,14345.491314515235,14507.3,14345.491314515235,call,False,162.60000000000218
2021-03-26 15:15:00,NIFTY,14508.75,14514.1475630606,14537.3,14474.2,put,False,31.549999999999272
2021-03-30 09:15:00,NIFTY,14646.0,14517.524390765151,14669.5,14517.524390765151,call,False,137.25
2021-03-30 15:15:00,NIFTY,14843.224999999999,14851.992414684557,14863.1,14828.3,put,False,197.22499999999854
2021-03-31 09:15:00,NIFTY,14771.099999999999,14844.99185367114,14844.99185367114,14727.0,put,True,72.125
2021-03-31 15:15:00,NIFTY,14691.825,14711.63381671559,14711.63381671559,14676.0,put,True,79.27499999999782
2021-04-01 09:15:00,NIFTY,14792.525000000001,14696.589704178898,14814.7,14696.589704178898,call,False,100.70000000000073
2021-04-01 15:15:00,NIFTY,14868.25,14854.336793396753,14883.2,14854.336793396753,call,True,75.72499999999854
2021-04-05 09:15:00,NIFTY,14806.35,14862.234198349188,14862.234198349188,14736.6,put,False,61.899999999999636
2021-04-05 15:15:00,NIFTY,14640.175,14645.67786954547,14653.2,14626.8,put,True,166.1750000000011
2021-04-06 09:15:00,NIFTY,14683.9,14646.088217386368,14738.2,14573.9,call,False,43.725000000000364
2021-04-06 15:15:00,NIFTY,14687.875,14660.505234941138,14703.5,14660.505234941138,call,True,3.975000000000364
2021-04-07 09:15:00,NIFTY,14717.349999999999,14686.945058735284,14754.0,14649.8,call,True,29.474999999998545
2021-04-07 15:15:00,NIFTY,14814.475,14824.68079515368,14824.68079515368,14804.5,put,False,97.12500000000182
2021-04-08 09:15:00,NIFTY,14900.825,14813.95144878842,14939.2,14813.95144878842,call,False,86.35000000000036
2021-04-08 15:15:00,NIFTY,14873.725,14881.69892544606,14884.8,14864.9,put,False,27.100000000000364
2021-04-09 09:15:00,NIFTY,14858.05,14877.155981361517,14884.2,14806.3,put,True,15.675000000001091
2021-04-09 15:15:00,NIFTY,14836.825,14841.802149990559,14844.8,14830.3,put,True,21.224999999998545
2021-04-12 09:15:00,NIFTY,14559.5,14838.16928749764,14838.16928749764,14463.0,put,True,277.3250000000007
2021-04-12 15:15:00,NIFTY,14321.95,14285.400000290232,14347.6,14285.400000290232,call,False,237.54999999999927
2021-04-13 09:15:00,NIFTY,14352.025,14323.87500007256,14392.0,14274.9,call,True,30.07499999999891
2021-04-13 15:15:00,NIFTY,14516.65,14481.179855537415,14526.5,14481.179855537415,call,True,164.625
2021-04-15 09:15:00,NIFTY,14533.825,14511.957463884353,14566.8,14482.8,call,True,17.17500000000109
2021-04-15 15:15:00,NIFTY,14586.35,14528.130960326342,14597.5,14528.130960326342,call,True,52.524999999999636
2021-04-16 09:15:00,NIFTY,14603.5,14572.207740081585,14640.8,14559.0,call,True,17.149999999999636
2021-04-16 15:15:00,NIFTY,14606.349999999999,14650.725404319628,14650.725404319628,14585.6,put,False,2.849999999998545
2021-04-19 09:15:00,NIFTY,14281.3,14608.631351079908,14608.631351079908,14203.2,put,True,325.0499999999993
2021-04-19 15:15:00,NIFTY,14362.724999999999,14340.358275558434,14370.4,14340.358275558434,call,False,81.42499999999927
2021-04-20 09:15:00,NIFTY,14507.025000000001,14356.683318889609,14527.0,14356.683318889609,call,True,144.3000000000029
2021-04-20 15:15:00,NIFTY,14295.875,14280.43642533173,14320.5,14275.5,call,True,211.15000000000146
2021-04-22 09:15:00,NIFTY,14202.1,14283.465356332934,14283.465356332934,14151.4,put,False,93.77499999999964
2021-04-22 15:15:00,NIFTY,14404.55,14400.089504889569,14412.5,14395.6,call,False,202.4499999999989
2021-04-23 09:15:00,NIFTY,14354.075,14401.234876222392,14402.0,14319.0,put,False,50.474999999998545
2021-04-23 15:15:00,NIFTY,14341.175,14321.887445262664,14351.5,14321.887445262664,call,False,12.900000000001455
2021-04-26 09:15:00,NIFTY,14469.625,14331.740611315667,14505.3,14331.740611315667,call,True,128.45000000000073
2021-04-26 15:15:00,NIFTY,14484.225,14474.61659487877,14494.5,14474.61659487877,call,True,14.600000000000364
2021-04-27 09:15:00,NIFTY,14519.275000000001,14482.910398719694,14554.3,14482.910398719694,call,True,35.05000000000109
2021-04-27 15:15:00,NIFTY,14657.05,14642.205209349715,14667.5,14642.205209349715,call,True,137.77499999999782
2021-04-28 09:15:00,NIFTY,14727.075,14652.601302337429,14753.5,14652.601302337429,call,True,70.02500000000146
2021-04-28 15:15:00,NIFTY,14857.825,14871.12016906001,14871.12016906001,14847.3,put,False,130.75
2021-04-29 09:15:00,NIFTY,15000.449999999999,14857.186292265003,15044.3,14857.186292265003,call,False,142.62499999999818
2021-04-29 15:15:00,NIFTY,14885.224999999999,14905.627007695215,14905.627007695215,14875.5,put,False,115.22500000000036
2021-04-30 09:15:00,NIFTY,14782.900000000001,14889.600501923804,14889.600501923804,14730.8,put,True,102.32499999999709
2021-04-30 15:15:00,NIFTY,14622.0,14683.29302316013,14683.29302316013,14601.7,put,True,160.90000000000146
2021-05-03 09:15:00,NIFTY,14486.225000000002,14635.160755790032,14635.160755790032,14416.3,put,True,135.77499999999782
2021-05-03 15:15:00,NIFTY,14633.525,14635.764790081128,14643.0,14620.1,put,True,147.29999999999745
2021-05-04 09:15:00,NIFTY,14686.875,14638.809947520283,14723.4,14638.809947520283,call,False,53.350000000000364
2021-05-04 15:15:00,NIFTY,14505.15,14509.618027474578,14513.2,14491.6,put,False,181.72500000000036
2021-05-05 09:15:00,NIFTY,14575.300000000001,14506.504506868645,14608.2,14506.504506868645,call,False,70.15000000000146
2021-05-05 15:15:00,NIFTY,14627.0,14596.052347320587,14637.5,14596.052347320587,call,True,51.69999999999891
2021-05-06 09:15:00,NIFTY,14658.224999999999,14622.963086830146,14683.2,14622.963086830146,call,True,31.224999999998545
2021-05-06 15:15:00,NIFTY,14730.475,14699.837100523,14743.9,14699.837100523,call,True,72.25000000000182
2021-05-07 09:15:00,NIFTY,14832.1,14724.465525130749,14852.5,14724.465525130749,call,True,101.625
2021-05-07 15:15:00,NIFTY,14818.400000000001,14833.672308490604,14833.672308490604,14806.3,put,False,13.699999999998909
2021-05-10 09:15:00,NIFTY,14934.325,14818.030577122652,14951.3,14818.030577122652,call,False,115.92499999999927
2021-05-10 15:15:00,NIFTY,14942.399999999998,14941.764349845385,14950.3,14929.7,call,True,8.07499999999709
2021-05-11 09:15:00,NIFTY,14804.575,14945.966087461346,14945.966087461346,14771.4,put,False,137.8249999999971
2021-05-11 15:15:00,NIFTY,14849.949999999999,14841.632070326275,14855.8,14841.632070326275,call,False,45.37499999999818
2021-05-12 09:15:00,NIFTY,14798.2,14845.383017581567,14845.383017581567,14767.3,put,False,51.74999999999818
2021-05-12 15:15:00,NIFTY,14700.675,14699.984578188241,14713.4,14688.7,call,False,97.52500000000146
2021-05-14 09:15:00,NIFTY,14707.525,14699.40239454706,14749.7,14653.6,call,True,6.850000000000364
2021-05-14 15:15:00,NIFTY,14678.95,14676.212332062567,14693.8,14668.5,call,True,28.57499999999891
2021-05-17 09:15:00,NIFTY,14748.099999999999,14680.053083015642,14767.3,14680.053083015642,call,True,69.14999999999782
2021-05-17 15:15:00,NIFTY,14923.050000000001,14907.442026049082,14938.0,14907.442026049082,call,True,174.95000000000255
2021-05-18 09:15:00,NIFTY,15090.025000000001,14918.99800651227,15119.9,14918.99800651227,call,True,166.97500000000036
2021-05-18 15:15:00,NIFTY,15108.3,15100.92099673885,15117.7,15100.3,call,True,18.274999999997817
2021-05-19 09:15:00,NIFTY,15075.95,15106.267749184712,15106.267749184712,15049.7,put,False,32.349999999998545
2021-05-19 15:15:00,NIFTY,15025.3,15051.208476618991,15051.208476618991,15008.8,put,True,50.650000000001455
2021-05-20 09:15:00,NIFTY,15024.5,15028.102119154748,15069.8,14989.4,put,True,0.7999999999992724
2021-05-20 15:15:00,NIFTY,14912.699999999999,14921.4205451907,14923.8,14898.6,put,True,111.80000000000109
2021-05-21 09:15:00,NIFTY,15008.075,14917.305136297675,15026.7,14917.305136297675,call,False,95.37500000000182
2021-05-21 15:15:00,NIFTY,15181.625,15159.578509240158,15190.0,15159.578509240158,call,True,173.54999999999927
2021-05-24 09:15:00,NIFTY,15224.4,15176.23837731004,15251.9,15176.23837731004,call,True,42.774999999999636
2021-05-24 15:15:00,NIFTY,15188.775,15222.643347968959,15222.643347968959,15171.5,put,False,35.625
2021-05-25 09:15:00,NIFTY,15280.8,15193.54208699224,15293.8,15193.54208699224,call,False,92.02499999999964
2021-05-25 15:15:00,NIFTY,15210.45,15198.787790077455,15222.7,15198.5,call,True,70.34999999999854
2021-05-26 09:15:00,NIFTY,15233.75,15211.871947519363,15258.6,15195.0,call,True,23.299999999999272
2021-05-26 15:15:00,NIFTY,15304.625,15304.425094534276,15315.3,15300.0,call,True,70.875
2021-05-27 09:15:00,NIFTY,15311.175,15302.800023633568,15335.5,15280.8,call,True,6.549999999999272
2021-05-27 15:15:00,NIFTY,15351.625,15310.629573075475,15384.5,15310.629573075475,call,True,40.45000000000073
2021-05-28 09:15:00,NIFTY,15426.925,15350.43864326887,15455.5,15350.43864326887,call,True,75.29999999999927
2021-05-28 15:15:00,NIFTY,15443.849999999999,15432.622948093036,15458.3,15432.2,call,True,16.924999999999272
2021-05-31 09:15:00,NIFTY,15414.099999999999,15445.555737023258,15445.555737023258,15384.2,put,False,29.75
2021-05-31 15:15:00,NIFTY,15584.175,15561.816810527785,15606.3,15561.816810527785,call,False,170.07500000000073
2021-06-01 09:15:00,NIFTY,15628.724999999999,15575.347952631946,15650.2,15575.347952631946,call,True,44.54999999999927
2021-06-01 15:15:00,NIFTY,15575.125,15574.449804259715,15586.5,15568.7,call,True,53.599999999998545
2021-06-02 09:15:00,NIFTY,15526.25,15572.393701064928,15572.393701064928,15500.5,put,False,48.875
